Food Name,Calories,Protein_g,Carbohydrates_g,Taste,Ingredients,prep_time,Instructions,Description,Fat,No_serving
Classic Vatha Kuzhambu Taste,278,10,14,Astringent,"Asafoetida, Black Pepper, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Er Powder, Garlic, Mustard Seeds, Onion, Sesame Oil, Tamarind, Tomato, Turmeric Powder",Total in 41M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A thyroid-friendly kuzhambu recipe made with balanced spices and wholesome ingredients for better metabolism.,9,4
Classic Kara Kulambu Curry,196,13,16,Spicy,"Mutton, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Er Powder, Garlic, Ginger, Mustard Seeds, Onion, Sesame Oil, Tamarind, Tomato, Turmeric Powder",Total in 37M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A thyroid-friendly kuzhambu recipe made with balanced spices and wholesome ingredients for better metabolism.,4,3
Zesty Ragi Pongal Delight,342,16,21,Spicy,"Black Pepper, Cashew, Cumin Seeds, Curry Leaves, Ginger, Millet, Moong Dal, Onion, Ragi, Rice, Sesame Oil",Total in 61M,Heat Sesame Oil in a pan. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly millet recipe made with balanced spices and wholesome ingredients for better metabolism.,9,2
Rustic Kozhi Curry Fusion,126,14,17,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 26M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A thyroid-friendly chicken recipe made with balanced spices and wholesome ingredients for better metabolism.,4,3
Healthy Kambu Dosa Special,251,20,26,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Millet, Mustard Seeds, Onion, Refined Oil, Turmeric Powder",Total in 29M,Heat Refined Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly millet recipe made with balanced spices and wholesome ingredients for better metabolism.,11,3
Homestyle Paneer Masala Style,228,9,26,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Onion, Paneer, Pepper, Sesame Oil, Tomato, Turmeric Powder",Total in 54M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A thyroid-friendly paneer recipe made with balanced spices and wholesome ingredients for better metabolism.,3,2
Homestyle Curd Rice Fusion,134,8,24,Astringent,"Chili, Coriander Leaves, Cumin Seeds, Curd, Curry Leaves, Garlic, Lemon, Mustard Seeds, Onion, Rice, Sesame Oil, Turmeric Powder",Total in 66M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly rice recipe made with balanced spices and wholesome ingredients for better metabolism.,10,4
Fragrant Curry Leaf Soup Curry,346,10,16,Spicy,"Black Pepper, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Mustard Seeds, Onion, Pepper, Sesame Oil, Tomato, Turmeric Powder",Total in 53M,"Heat Sesame Oil in a pot add Mustard Seeds and let them splutter. Add Curry Leaves and let them crackle. saute  Garlic, Ginger until golden brown. Add Tomato and cook until soft. Add Turmeric Powder, Chili Powder and mix well. Add water and bring to a boil. Season with Salt and serve hot.",A thyroid-friendly soup recipe made with balanced spices and wholesome ingredients for better metabolism.,6,4
Rustic Paneer Thokku Special,126,14,19,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Mustard Seeds, Onion, Paneer, Pepper, Sesame Oil, Tomato, Turmeric Powder",Total in 32M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly paneer recipe made with balanced spices and wholesome ingredients for better metabolism.,8,2
Authentic Green Gram Curry Curry,195,16,14,Spicy,"Chickpea, Chili, Coriander Leaves, Cowpea, Cumin Seeds, Curry Leaves, Garlic, Ginger, Moong Dal, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 65M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A thyroid-friendly legume recipe made with balanced spices and wholesome ingredients for better metabolism.,11,4
Wholesome Paneer Thokku Fusion,164,12,11,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Mustard Seeds, Onion, Paneer, Pepper, Sesame Oil, Tomato, Turmeric Powder",Total in 52M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly paneer recipe made with balanced spices and wholesome ingredients for better metabolism.,10,3
Zesty Egg Curry Curry,182,19,10,Spicy,"Eggs, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 27M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A thyroid-friendly egg recipe made with balanced spices and wholesome ingredients for better metabolism.,10,3
Zesty Spicy Mutton Kurma Masala,288,14,13,Spicy,"Mutton, Chili, Coconut, Fennel Seeds, Garam Masala, Garlic, Ginger, Onion, Sunflower Oil, Tomato, Turmeric Powder",Total in 57M,"Heat Sunflower Oil in a pan over medium heat. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Add grated Coconut and cook for 2 more minutes. Season with Salt and serve.",A thyroid-friendly mutton recipe made with balanced spices and wholesome ingredients for better metabolism.,10,4
Healthy Methi Dal Variety,270,10,9,Astringent,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Drumstick Leaves, Garlic, Methi, Mustard Seeds, Onion, Sesame Oil, Spinach, Turmeric Powder",Total in 42M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly leafy recipe made with balanced spices and wholesome ingredients for better metabolism.,10,2
Healthy Chapati Fusion,129,12,10,Astringent,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Onion, Rice, Sesame Oil, Turmeric Powder, Urad Dal",Total in 63M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly tiffin recipe made with balanced spices and wholesome ingredients for better metabolism.,6,4
Mild Horse Gram Kuzhambu Curry,224,17,27,Spicy,"Asafoetida, Black Pepper, Chickpea, Chili, Coriander Leaves, Cowpea, Cumin Seeds, Curry Leaves, Garlic, Horse Gram, Moong Dal, Mustard Seeds, Onion, Sesame Oil, Tamarind, Tomato, Turmeric Powder",Total in 34M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A thyroid-friendly legume recipe made with balanced spices and wholesome ingredients for better metabolism.,12,3
Traditional Coconut Rice Treat,289,19,11,Astringent,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Lemon, Mustard Seeds, Onion, Rice, Sesame Oil, Turmeric Powder",Total in 66M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly rice recipe made with balanced spices and wholesome ingredients for better metabolism.,4,4
Mild Mutton Sukka Varuval Delight,187,14,27,Spicy,"Mutton, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Fennel Seeds, Garlic, Ginger, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 50M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly mutton recipe made with balanced spices and wholesome ingredients for better metabolism.,4,4
Mild Kozhi Curry Treat,160,14,14,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 42M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A thyroid-friendly chicken recipe made with balanced spices and wholesome ingredients for better metabolism.,6,2
Authentic Green Chili Chicken Special,315,10,18,Spicy,"Chicken, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 44M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly chicken recipe made with balanced spices and wholesome ingredients for better metabolism.,6,2
Classic Coconut Chicken Gravy Style,213,10,25,Spicy,"Chicken, Chili, Coconut, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 39M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly chicken recipe made with balanced spices and wholesome ingredients for better metabolism.,4,4
Fragrant Pepper Rasam Delight,318,11,12,Spicy,"Asafoetida, Black Pepper, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Pepper, Sesame Oil, Tamarind, Tomato, Turmeric Powder",Total in 59M,"Heat Sesame Oil in a pot add Mustard Seeds and let them splutter. Add Curry Leaves and let them crackle. saute  until golden brown. Add Tomato and cook until soft. Add Turmeric Powder, Chili Powder and mix well. Add water and bring to a boil. Add Tamarind extract and simmer for 5-7 minutes. Season with Salt and serve hot.",A thyroid-friendly soup recipe made with balanced spices and wholesome ingredients for better metabolism.,11,2
Zesty Moong Dal Soup Delight,303,11,18,Astringent,"Black Pepper, Chickpea, Chili, Coriander Leaves, Cowpea, Cumin Seeds, Curry Leaves, Garlic, Ginger, Moong Dal, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 64M,"Heat Sesame Oil in a pot add Mustard Seeds and let them splutter. Add Curry Leaves and let them crackle. saute  Garlic, Ginger until golden brown. Add Tomato and cook until soft. Add Turmeric Powder, Chili Powder and mix well. Add water and bring to a boil. Season with Salt and serve hot.",A thyroid-friendly legume recipe made with balanced spices and wholesome ingredients for better metabolism.,12,2
Classic Chapati Style,236,14,29,Bitter,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Onion, Rice, Sesame Oil, Turmeric Powder, Urad Dal",Total in 58M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly tiffin recipe made with balanced spices and wholesome ingredients for better metabolism.,6,3
Classic Paneer Masala Masala,251,9,12,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Onion, Paneer, Pepper, Sesame Oil, Tomato, Turmeric Powder",Total in 48M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A thyroid-friendly paneer recipe made with balanced spices and wholesome ingredients for better metabolism.,5,4
Healthy Tamarind Fish Gravy Fusion,349,15,27,Spicy,"Fish, Chili, Coconut, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Onion, Sesame Oil, Sunflower Oil, Tamarind, Turmeric Powder",Total in 31M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly fish recipe made with balanced spices and wholesome ingredients for better metabolism.,4,2
Traditional Pepper Paneer Fry Variety,175,15,24,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Onion, Paneer, Pepper, Sunflower Oil, Tomato, Turmeric Powder",Total in 39M,"Heat Sunflower Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and saute  Add Onion and saute  translucent. Add Garlic and saute  1 minute. Add the chopped vegetables and stir well. Add Turmeric Powder, Chili Powder and mix thoroughly. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.",A thyroid-friendly paneer recipe made with balanced spices and wholesome ingredients for better metabolism.,5,3
Healthy Tulsi Decoction Taste,160,13,29,Astringent,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Honey, Lemon, Mustard Seeds, Onion, Sesame Oil, Tulsi, Turmeric Powder",Total in 52M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly drink recipe made with balanced spices and wholesome ingredients for better metabolism.,11,3
Zesty Palak Curry Treat,123,17,24,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Drumstick Leaves, Garlic, Ginger, Mustard Seeds, Onion, Palak, Sesame Oil, Spinach, Tomato, Turmeric Powder",Total in 58M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A thyroid-friendly leafy recipe made with balanced spices and wholesome ingredients for better metabolism.,4,4
Authentic Pepper Rasam Masala,338,20,22,Spicy,"Asafoetida, Black Pepper, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Pepper, Sesame Oil, Tamarind, Tomato, Turmeric Powder",Total in 68M,"Heat Sesame Oil in a pot add Mustard Seeds and let them splutter. Add Curry Leaves and let them crackle. saute  until golden brown. Add Tomato and cook until soft. Add Turmeric Powder, Chili Powder and mix well. Add water and bring to a boil. Add Tamarind extract and simmer for 5-7 minutes. Season with Salt and serve hot.",A thyroid-friendly soup recipe made with balanced spices and wholesome ingredients for better metabolism.,12,3
Fragrant Egg Curry Bliss,183,12,21,Spicy,"Eggs, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 30M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A thyroid-friendly egg recipe made with balanced spices and wholesome ingredients for better metabolism.,5,4
Healthy Pepper Paneer Fry Style,220,16,24,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Onion, Paneer, Pepper, Sunflower Oil, Tomato, Turmeric Powder",Total in 25M,"Heat Sunflower Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and saute  Add Onion and saute  translucent. Add Garlic and saute  1 minute. Add the chopped vegetables and stir well. Add Turmeric Powder, Chili Powder and mix thoroughly. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.",A thyroid-friendly paneer recipe made with balanced spices and wholesome ingredients for better metabolism.,11,3
Fragrant Paneer Thokku Treat,230,13,24,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Mustard Seeds, Onion, Paneer, Pepper, Sesame Oil, Tomato, Turmeric Powder",Total in 47M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly paneer recipe made with balanced spices and wholesome ingredients for better metabolism.,3,3
Rustic Mutton Sukka Varuval Masala,333,13,16,Spicy,"Mutton, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Fennel Seeds, Garlic, Ginger, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 68M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A thyroid-friendly mutton recipe made with balanced spices and wholesome ingredients for better metabolism.,6,4
Classic Moong Dal Soup Style,322,17,10,Astringent,"Black Pepper, Chickpea, Chili, Coriander Leaves, Cowpea, Cumin Seeds, Curry Leaves, Garlic, Ginger, Moong Dal, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 66M,"Heat Sesame Oil in a pot add Mustard Seeds and let them splutter. Add Curry Leaves and let them crackle. saute  Garlic, Ginger until golden brown. Add Tomato and cook until soft. Add Turmeric Powder, Chili Powder and mix well. Add water and bring to a boil. Season with Salt and serve hot.",A thyroid-friendly legume recipe made with balanced spices and wholesome ingredients for better metabolism.,11,2
Zesty Egg Roast Bliss,157,19,10,Bitter,"Eggs, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 60M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly egg recipe made with balanced spices and wholesome ingredients for better metabolism.,8,3
Homestyle Spicy Mutton Kurma Curry,160,18,18,Spicy,"Mutton, Chili, Coconut, Coriander Leaves, Curry Leaves, Fennel Seeds, Garam Masala, Garlic, Ginger, Mustard Seeds, Onion, Sunflower Oil, Tomato, Turmeric Powder",Total in 45M,"Heat Sunflower Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Add grated Coconut and cook for 2 more minutes. Garnish with Coriander Leaves and serve.",A thyroid-friendly mutton recipe made with balanced spices and wholesome ingredients for better metabolism.,8,4
Wholesome Cowpea Poriyal Bliss,349,14,26,Astringent,"Asafoetida, Chickpea, Chili, Coconut, Cowpea, Curry Leaves, Moong Dal, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder, Urad Dal",Total in 28M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and saute  Add Onion and saute  translucent. Add the chopped vegetables and stir well. Add Turmeric Powder, Chili Powder and mix thoroughly. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.",A thyroid-friendly legume recipe made with balanced spices and wholesome ingredients for better metabolism.,8,4
Traditional Dosa Special,281,12,17,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Onion, Refined Oil, Rice, Turmeric Powder, Urad Dal",Total in 38M,Heat Refined Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly tiffin recipe made with balanced spices and wholesome ingredients for better metabolism.,4,3
Authentic Paneer Masala Variety,223,8,29,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Mustard Seeds, Onion, Paneer, Pepper, Sesame Oil, Tomato, Turmeric Powder",Total in 67M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A thyroid-friendly paneer recipe made with balanced spices and wholesome ingredients for better metabolism.,9,4
Classic Methi Dal Taste,188,12,12,Astringent,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Drumstick Leaves, Garlic, Methi, Mustard Seeds, Onion, Sesame Oil, Spinach, Turmeric Powder",Total in 47M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly leafy recipe made with balanced spices and wholesome ingredients for better metabolism.,5,2
Zesty Samai Idli Treat,192,17,9,Astringent,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Fenugreek Seeds, Garlic, Millet, Mustard Seeds, Onion, Refined Oil, Rice, Turmeric Powder, Urad Dal",Total in 32M,Heat Refined Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly millet recipe made with balanced spices and wholesome ingredients for better metabolism.,8,2
Traditional Ragi Pongal Delight,177,7,19,Astringent,"Black Pepper, Cashew, Cumin Seeds, Curry Leaves, Ginger, Millet, Moong Dal, Onion, Ragi, Rice, Sesame Oil",Total in 57M,Heat Sesame Oil in a pan. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly millet recipe made with balanced spices and wholesome ingredients for better metabolism.,10,3
Wholesome Tomato Soup Bliss,151,15,20,Astringent,"Black Pepper, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Mustard Seeds, Onion, Pepper, Sesame Oil, Tomato, Turmeric Powder",Total in 60M,"Heat Sesame Oil in a pot add Mustard Seeds and let them splutter. Add Curry Leaves and let them crackle. saute  Garlic, Ginger until golden brown. Add Tomato and cook until soft. Add Turmeric Powder, Chili Powder and mix well. Add water and bring to a boil. Season with Salt and serve hot.",A thyroid-friendly soup recipe made with balanced spices and wholesome ingredients for better metabolism.,5,4
Authentic Paneer Kurma Style,192,11,12,Spicy,"Chili, Coconut, Garam Masala, Garlic, Ginger, Onion, Paneer, Pepper, Sunflower Oil, Tomato, Turmeric Powder",Total in 58M,Heat Sunflower Oil in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly paneer recipe made with balanced spices and wholesome ingredients for better metabolism.,6,4
Zesty Puli Kulambu Taste,212,17,14,Astringent,"Mutton, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Er Powder, Garlic, Mustard Seeds, Onion, Sesame Oil, Tamarind, Tomato, Turmeric Powder",Total in 33M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A thyroid-friendly kuzhambu recipe made with balanced spices and wholesome ingredients for better metabolism.,9,4
Healthy Kudal Curry Style,221,9,25,Spicy,"Mutton, Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Fennel Seeds, Garlic, Ginger, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 37M,"Heat Sesame Oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Curry Leaves and fry briefly. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Garnish with Coriander Leaves and serve.",A thyroid-friendly mutton recipe made with balanced spices and wholesome ingredients for better metabolism.,3,4
Zesty Muttai Thokku Variety,141,9,29,Spicy,"Chili, Coriander Leaves, Cumin Seeds, Curry Leaves, Garlic, Ginger, Mustard Seeds, Onion, Sesame Oil, Tomato, Turmeric Powder",Total in 46M,Heat Sesame Oil in a pan. Add Mustard Seeds and let them splutter. Add Curry Leaves. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly egg recipe made with balanced spices and wholesome ingredients for better metabolism.,7,4
